filename,Revenue,EBIT,Net_Income,currency_unit,fiscal_year,Time Period in file
Annual_Report_33.pdf,"13,374,586","(2,788,314)","(2,840,739)",‘th£r£ wa$ no oth£r compr£h£n$iv£ incom£ for 0 (0:$nil).,2019,2019
