filename,Revenue,EBIT,Net_Income,currency_unit,fiscal_year,Time Period in file
Annual_Report_55.pdf,"26,144",(242),108,th£r£ i$ no oth£r compr£h£n$iv£ incom£ for th£ y£ar £nd£d  march 0 (0: £nil} and th£r£for£ no $£parat£ $tat£m£nt,2019,2019
