Date,Type,Description,Days
12 Oct 2020,AA,Full accounts made up to 31 January 2020,151
31 Oct 2019,AA,Full accounts made up to 31 January 2019,516
05 Jul 2018,AA,Full accounts made up to 31 January 2018,881
27 Jul 2017,AA,Full accounts made up to 31 January 2017,1246
08 Jul 2016,AA,Full accounts made up to 31 January 2016,1612
10 Nov 2005,AA,Full accounts made up to 31 December 2004,5660
27 Oct 2004,AA,Full accounts made up to 31 December 2003,6026
