,File Name,Error
0,Annual_Report_32.pdf,Warning : Relevant page was found invalid after further processing. No income statement found
1,Annual_Report_35.pdf,Warning : Relevant page was found invalid after further processing. No income statement found
2,Annual_Report_68.pdf,Warning : Relevant page was found invalid after further processing. No income statement found
3,Annual_Report_79.pdf,Warning : Relevant page was found invalid after further processing. No income statement found
